Закупки по;Реестровый номер закупки;Способ определения поставщика (подрядчика, исполнителя), подрядной организации (размещения закупки);Наименование закупки;Предмет электронного аукциона (только для ПП РФ 615);Идентификационный код закупки;Номер лота;Наименование лота;Начальная (максимальная) цена контракта;Валюта;Начальная (максимальная) цена в валюте контракта;Валюта контракта;Классификация по ОКДП;Классификация по ОКПД;Классификация по ОКПД2;Код позиции;Наименование Заказчика;Организация, осуществляющая размещение ;Дата размещения;Дата обновления;Этап закупки;Особенности размещения заказа\ Преимущества (44-ФЗ);Дата начала подачи заявок;Дата окончания подачи заявок;Дата проведения электронного аукциона
44-ФЗ;№0803100001024000034;Электронный аукцион;Перчатки медицинские;;'241663400926905730100100290012219244';;;150582.00;RUB;;;;;"22.19.60.113: Перчатки хирургические из каучукового латекса стерильные одноразовые; 22.19.60.119: Перчатки резиновые прочие";"22.19.60.113-00000001: Перчатки хирургические из латекса гевеи, неопудренные; 22.19.60.119-00000008: Перчатки смотровые/процедурные нитриловые, неопудренные, нестерильные";"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ЗДРАВОХРАНЕНИЯ ""МЕДИКО-САНИТАРНАЯ ЧАСТЬ № 5 ФЕДЕРАЛЬНОЙ СЛУЖБЫ ИСПОЛНЕНИЯ НАКАЗАНИЙ""";"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ЗДРАВОХРАНЕНИЯ ""МЕДИКО-САНИТАРНАЯ ЧАСТЬ № 5 ФЕДЕРАЛЬНОЙ СЛУЖБЫ ИСПОЛНЕНИЯ НАКАЗАНИЙ""";29.03.2024;09.04.2024;Определение поставщика завершено;"Участникам, заявки или окончательные предложения которых содержат предложения о поставке товаров в соответствии с приказом Минфина России от 04.06.2018 № 126н - 15%; Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ";29.03.2024;08.04.2024;
44-ФЗ;№0859200001124003692;Электронный аукцион;Поставка перчаток смотровых опудренных;;'242623000824562300100101080012219244';;;2176210.00;RUB;;;;;22.19.60.119: Перчатки резиновые прочие;22.19.60.119-00000003: Перчатки смотровые/процедурные из латекса гевеи, опудренные;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ РЯЗАНСКОЙ ОБЛАСТИ  ""ОБЛАСТНОЙ КЛИНИЧЕСКИЙ ОНКОЛОГИЧЕСКИЙ ДИСПАНСЕР""";"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ РЯЗАНСКОЙ ОБЛАСТИ ""ЦЕНТР ЗАКУПОК РЯЗАНСКОЙ ОБЛАСТИ""";09.04.2024;09.04.2024;Подача заявок;"Участникам, заявки или окончательные предложения которых содержат предложения о поставке товаров в соответствии с приказом Минфина России от 04.06.2018 № 126н - 15%; Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ";09.04.2024;18.04.2024;
44-ФЗ;№0816500000624006159;Электронный аукцион;поставка товара (ОМС): перчатки медицинские;;'242143506443514350100100460022219244';;;2152000.00;RUB;;;;;22.19.60.119: Перчатки резиновые прочие;22.19.60.119-00000008: Перчатки смотровые/процедурные нитриловые, неопудренные, нестерильные;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИ САХА (ЯКУТИЯ) ""СТАНЦИЯ СКОРОЙ МЕДИЦИНСКОЙ ПОМОЩИ""";"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИ САХА (ЯКУТИЯ) ""ЦЕНТР ЗАКУПОК РЕСПУБЛИКИ САХА (ЯКУТИЯ)""";09.04.2024;09.04.2024;Подача заявок;Участникам, заявки или окончательные предложения которых содержат предложения о поставке товаров в соответствии с приказом Минфина России от 04.06.2018 № 126н - 15%;09.04.2024;22.04.2024;
44-ФЗ;№0358200041324000242;Электронный аукцион;"На право заключения договора на поставку медицинских изделий для оказания высокотехнологичной медицинской помощи в рамках бюджета Ростовской области для нужд ГБУ РО ""ОКБ №2"" в 2024 году";;'242616604387461660100102400012219244';;;380475.62;RUB;;;;;"22.19.60.119: Перчатки резиновые прочие; 22.19.60.113: Перчатки хирургические из каучукового латекса стерильные одноразовые";"22.19.60.119-00000002: Перчатки смотровые/процедурные из латекса гевеи, неопудренные, нестерильные; 22.19.60.113-00000001: Перчатки хирургические из латекса гевеи, неопудренные";"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ РОСТОВСКОЙ ОБЛАСТИ ""ОБЛАСТНАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА № 2""";"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ РОСТОВСКОЙ ОБЛАСТИ ""ОБЛАСТНАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА № 2""";27.03.2024;09.04.2024;Определение поставщика завершено;"Участникам, заявки или окончательные предложения которых содержат предложения о поставке товаров в соответствии с приказом Минфина России от 04.06.2018 № 126н - 15%; Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ";27.03.2024;08.04.2024;
44-ФЗ;№0345300003824000094;Электронный аукцион;Поставка перчаток хозяйственных;;'242470800347947270100100500050000244';;;43610.00;RUB;;;;;22.19.60.119: Перчатки резиновые прочие;22.19.60.119-00000019: Перчатки резиновые общего назначения (кроме медицинских);"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ЛЕНИНГРАДСКОЙ ОБЛАСТИ ""КИРИШСКАЯ КЛИНИЧЕСКАЯ МЕЖРАЙОННАЯ БОЛЬНИЦА""";"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ЛЕНИНГРАДСКОЙ ОБЛАСТИ ""КИРИШСКАЯ КЛИНИЧЕСКАЯ МЕЖРАЙОННАЯ БОЛЬНИЦА""";09.04.2024;09.04.2024;Подача заявок;"Участникам, заявки или окончательные предложения которых содержат предложения о поставке товаров в соответствии с приказом Минфина России от 04.06.2018 № 126н - 15%; Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ";09.04.2024;17.04.2024;
44-ФЗ;№0380100006124000021;Электронный аукцион;на поставку прочих товаров применяемых в медицинских целях.;;'241191100065619110100101030030000244';;;21580.00;RUB;;;;;22.19.60.119: Перчатки резиновые прочие;"22.19.60.119-00000004: Перчатки смотровые/процедурные из латекса гевеи, неопудренные, стерильные; 22.19.60.119-00000008: Перчатки смотровые/процедурные нитриловые, неопудренные, нестерильные";"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ДЕТСКИЙ САНАТОРИЙ ""ОЗЕРО ШИРА"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ";"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ДЕТСКИЙ САНАТОРИЙ ""ОЗЕРО ШИРА"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ";09.04.2024;09.04.2024;Подача заявок;Участникам, заявки или окончательные предложения которых содержат предложения о поставке товаров в соответствии с приказом Минфина России от 04.06.2018 № 126н - 15%;09.04.2024;17.04.2024;
44-ФЗ;№0319100005524000032;Электронный аукцион;Поставка перчаток медицинских для клиник КрасГМУ;;'241246501510924650100101570010000244';;;455890.00;RUB;;;;;22.19.60.119: Перчатки резиновые прочие;22.19.60.119-00000002: Перчатки смотровые/процедурные из латекса гевеи, неопудренные, нестерильные;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""КРАСНОЯРСКИЙ ГОСУДАРСТВЕННЫЙ МЕДИЦИНСКИЙ УНИВЕРСИТЕТ ИМЕНИ ПРОФЕССОРА В.Ф. ВОЙНО-ЯСЕНЕЦКОГО"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ";"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""КРАСНОЯРСКИЙ ГОСУДАРСТВЕННЫЙ МЕДИЦИНСКИЙ УНИВЕРСИТЕТ ИМЕНИ ПРОФЕССОРА В.Ф. ВОЙНО-ЯСЕНЕЦКОГО"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ";09.04.2024;09.04.2024;Подача заявок;"Участникам, заявки или окончательные предложения которых содержат предложения о поставке товаров в соответствии с приказом Минфина России от 04.06.2018 № 126н - 15%; Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ";09.04.2024;17.04.2024;
44-ФЗ;№0372200252024000008;Запрос котировок в электронной форме;Поставка хозяйственных товаров для ГБДОУ № 19 Московского района Санкт-Петербурга в 2024 году;;'242781021529378100100100200010000244';;;344945.21;RUB;;;;;"22.29.23.120: Предметы домашнего обихода пластмассовые прочие; 20.41.32.111: Средства для мытья посуды; 20.20.14.000: Средства дезинфекционные; 20.13.43.119: Сода кальцинированная прочая; 20.41.32.113: Средства моющие для окон; 20.41.32.119: Средства моющие прочие; 20.41.32.114: Средства моющие для туалетов и ванных комнат; 20.41.32.121: Порошки стиральные; 20.41.32.124: Средства для смягчения изделий из тканей; 20.41.32.125: Средства отбеливающие для стирки; 22.19.60.119: Перчатки резиновые прочие";"22.19.60.119-00000017: Перчатки резиновые общего назначения (кроме медицинских); 22.19.60.119-00000018: Перчатки резиновые общего назначения (кроме медицинских); 20.41.32.125-00000006: Средство отбеливающее для стирки; 20.41.32.124-00000001: Кондиционер для белья; 20.41.32.121-00000008: Порошок стиральный; 20.41.32.114-00000008: Средство моющее для туалетов и ванных комнат; 20.41.32.113-00000003: Средство моющее для стекол и зеркал; 20.41.32.111-00000011: Средство для мытья посуды; 20.20.14.000-00000009: Средство дезинфицирующее; 20.41.32.111-00000012: Средство для мытья посуды";ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ДЕТСКИЙ САД № 19 МОСКОВСКОГО РАЙОНА САНКТ-ПЕТЕРБУРГА;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ДЕТСКИЙ САД № 19 МОСКОВСКОГО РАЙОНА САНКТ-ПЕТЕРБУРГА;29.03.2024;09.04.2024;Определение поставщика завершено;"Участникам, заявки или окончательные предложения которых содержат предложения о поставке товаров в соответствии с приказом Минфина России от 04.06.2018 № 126н - 15%; Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ";29.03.2024;05.04.2024;
44-ФЗ;№0276100000224000050;Электронный аукцион;Поставка хозяйственных товаров;;'241010501832601050100101420010000244';;;132833.00;RUB;;;;;"22.19.60.119: Перчатки резиновые прочие; 20.41.32.125: Средства отбеливающие для стирки; 20.41.32.119: Средства моющие прочие; 20.41.32.114: Средства моющие для туалетов и ванных комнат";"22.19.60.119-00000019: Перчатки резиновые общего назначения (кроме медицинских); 20.41.32.114-00000008: Средство моющее для туалетов и ванных комнат; 20.41.32.125-00000004: Средство отбеливающее для стирки";ОТДЕЛЕНИЕ ФОНДА ПЕНСИОННОГО И СОЦИАЛЬНОГО СТРАХОВАНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ ПО РЕСПУБЛИКЕ АДЫГЕЯ;ОТДЕЛЕНИЕ ФОНДА ПЕНСИОННОГО И СОЦИАЛЬНОГО СТРАХОВАНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ ПО РЕСПУБЛИКЕ АДЫГЕЯ;29.03.2024;09.04.2024;Определение поставщика завершено;"Участникам, заявки или окончательные предложения которых содержат предложения о поставке товаров в соответствии с приказом Минфина России от 04.06.2018 № 126н - 15%; Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ";29.03.2024;08.04.2024;
44-ФЗ;№0351300051424000055;Электронный аукцион;Поставка одноразовых медицинских перчаток;;'242540412375154040100100620010000244';;;483210.00;RUB;;;;;"22.19.60.119: Перчатки резиновые прочие; 22.19.60.113: Перчатки хирургические из каучукового латекса стерильные одноразовые";"22.19.60.119-00000008: Перчатки смотровые/процедурные нитриловые, неопудренные, нестерильные; 22.19.60.113-00000003: Перчатки хирургические из латекса гевеи, неопудренные, антибактериальные";"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ НОВОСИБИРСКОЙ ОБЛАСТИ ""ГОРОДСКАЯ ПОЛИКЛИНИКА № 24""";"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ НОВОСИБИРСКОЙ ОБЛАСТИ ""ГОРОДСКАЯ ПОЛИКЛИНИКА № 24""";09.04.2024;09.04.2024;Подача заявок;"Участникам, заявки или окончательные предложения которых содержат предложения о поставке товаров в соответствии с приказом Минфина России от 04.06.2018 № 126н - 15%; Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ";09.04.2024;17.04.2024;
44-ФЗ;№0354300041924000038;Электронный аукцион;Закупка перчаток медицинских;;'242572400002957240100100510012219244';;;58747.50;RUB;;;;;22.19.60.119: Перчатки резиновые прочие;"22.19.60.119-00000002: Перчатки смотровые/процедурные из латекса гевеи, неопудренные, нестерильные; 22.19.60.119-00000008: Перчатки смотровые/процедурные нитриловые, неопудренные, нестерильные";"БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ОРЛОВСКОЙ ОБЛАСТИ ""ТРОСНЯНСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА""";"БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ОРЛОВСКОЙ ОБЛАСТИ ""ТРОСНЯНСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА""";09.04.2024;09.04.2024;Подача заявок;"Участникам, заявки или окончательные предложения которых содержат предложения о поставке товаров в соответствии с приказом Минфина России от 04.06.2018 № 126н - 15%; Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ";09.04.2024;18.04.2024;
44-ФЗ;№0342300113724000015;Закупка, осуществляемая в соответствии с частью 12 статьи 93 Закона № 44-ФЗ;Перчатки смотровые/процедурные нитриловые, неопудренные, нестерильные;;'243631585628363150100100230030000244';;;24000.00;RUB;;;;;22.19.60.119: Перчатки резиновые прочие;22.19.60.119-00000008: Перчатки смотровые/процедурные нитриловые, неопудренные, нестерильные;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ САМАРСКОЙ ОБЛАСТИ ""САМАРСКАЯ ГОРОДСКАЯ ПОЛИКЛИНИКА №3""";"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ САМАРСКОЙ ОБЛАСТИ ""САМАРСКАЯ ГОРОДСКАЯ ПОЛИКЛИНИКА №3""";09.04.2024;09.04.2024;Определение поставщика завершено;;;;
44-ФЗ;№0139200000124005445;Электронный аукцион;Поставка товара(перчатки медицинские);;'242421201278142120100100330012219244';;;276150.00;RUB;;;;;22.19.60.119: Перчатки резиновые прочие;"22.19.60.119-00000002: Перчатки смотровые/процедурные из латекса гевеи, неопудренные, нестерильные; 22.19.60.119-00000008: Перчатки смотровые/процедурные нитриловые, неопудренные, нестерильные";"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ЛЕНИНСК-КУЗНЕЦКАЯ ПСИХИАТРИЧЕСКАЯ БОЛЬНИЦА""";ДЕПАРТАМЕНТ КОНТРАКТНОЙ СИСТЕМЫ КУЗБАССА;09.04.2024;09.04.2024;Подача заявок;"Участникам, заявки или окончательные предложения которых содержат предложения о поставке товаров в соответствии с приказом Минфина России от 04.06.2018 № 126н - 15%; Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ";09.04.2024;19.04.2024;
44-ФЗ;№0335200014124000075;Электронный аукцион;"Поставка медицинских изделий (перчатки смотровые/процедурные из латекса гевеи, неопудренные, нестерильные; перчатки смотровые/процедурные нитриловые, неопудренные, нестерильные)";;'242390605481139060100100140180000244';;;599000.00;RUB;;;;;22.19.60.119: Перчатки резиновые прочие;"22.19.60.119-00000002: Перчатки смотровые/процедурные из латекса гевеи, неопудренные, нестерильные; 22.19.60.119-00000008: Перчатки смотровые/процедурные нитриловые, неопудренные, нестерильные";"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""БЮРО СУДЕБНО-МЕДИЦИНСКОЙ ЭКСПЕРТИЗЫ КАЛИНИНГРАДСКОЙ ОБЛАСТИ""";"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""БЮРО СУДЕБНО-МЕДИЦИНСКОЙ ЭКСПЕРТИЗЫ КАЛИНИНГРАДСКОЙ ОБЛАСТИ""";09.04.2024;09.04.2024;Подача заявок;"Участникам, заявки или окончательные предложения которых содержат предложения о поставке товаров в соответствии с приказом Минфина России от 04.06.2018 № 126н - 15%; Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ";09.04.2024;19.04.2024;
44-ФЗ;№0342200006524000093;Запрос котировок в электронной форме;Поставка перчаток медицинских смотровых для Государственного бюджетного учреждения здравоохранения «Самарская областная клиническая больница им. В.Д. Середавина»;;'242631202313163120100100040700000244';;;730120.00;RUB;;;;;"22.19.60.113: Перчатки хирургические из каучукового латекса стерильные одноразовые; 22.19.60.119: Перчатки резиновые прочие";"22.19.60.113-00000001: Перчатки хирургические из латекса гевеи, неопудренные; 22.19.60.119-00000002: Перчатки смотровые/процедурные из латекса гевеи, неопудренные, нестерильные; 22.19.60.119-00000008: Перчатки смотровые/процедурные нитриловые, неопудренные, нестерильные; 22.19.60.113-00000003: Перчатки хирургические из латекса гевеи, неопудренные, антибактериальные; 22.19.60.119-00000004: Перчатки смотровые/процедурные из латекса гевеи, неопудренные, стерильные";"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""САМАРСКАЯ ОБЛАСТНАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА ИМ. В.Д.СЕРЕДАВИНА""";"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""САМАРСКАЯ ОБЛАСТНАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА ИМ. В.Д.СЕРЕДАВИНА""";29.03.2024;09.04.2024;Определение поставщика завершено;"Участникам, заявки или окончательные предложения которых содержат предложения о поставке товаров в соответствии с приказом Минфина России от 04.06.2018 № 126н - 15%; Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ";29.03.2024;05.04.2024;
44-ФЗ;№0372100030624000446;Электронный аукцион;Поставка медицинских изделий;;'241781304544178040100100013590000244';;;1500000.00;RUB;;;;;"22.19.60.113: Перчатки хирургические из каучукового латекса стерильные одноразовые; 22.19.60.119: Перчатки резиновые прочие";"22.19.60.119-00000008: Перчатки смотровые/процедурные нитриловые, неопудренные, нестерильные; 22.19.60.113-00000001: Перчатки хирургические из латекса гевеи, неопудренные";"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""НАЦИОНАЛЬНЫЙ МЕДИЦИНСКИЙ ИССЛЕДОВАТЕЛЬСКИЙ ЦЕНТР ТРАВМАТОЛОГИИ И ОРТОПЕДИИ ИМЕНИ Р.Р. ВРЕДЕНА"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ";"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""НАЦИОНАЛЬНЫЙ МЕДИЦИНСКИЙ ИССЛЕДОВАТЕЛЬСКИЙ ЦЕНТР ТРАВМАТОЛОГИИ И ОРТОПЕДИИ ИМЕНИ Р.Р. ВРЕДЕНА"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ";09.04.2024;09.04.2024;Подача заявок;Участникам, заявки или окончательные предложения которых содержат предложения о поставке товаров в соответствии с приказом Минфина России от 04.06.2018 № 126н - 15%;09.04.2024;17.04.2024;
44-ФЗ;№0864500000224001203;Электронный аукцион;Поставка перчаток медицинских;;'242682400086768240100100900012219244';;;447312.00;RUB;;;;;"22.19.60.113: Перчатки хирургические из каучукового латекса стерильные одноразовые; 22.19.60.119: Перчатки резиновые прочие";"22.19.60.113-00000002: Перчатки хирургические из латекса гевеи, опудренные; 22.19.60.119-00000014: Перчатки смотровые/процедурные нитриловые, неопудренные, стерильные ; 22.19.60.119-00000008: Перчатки смотровые/процедурные нитриловые, неопудренные, нестерильные";"ТАМБОВСКОЕ ОБЛАСТНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""КИРСАНОВСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА""";"ТАМБОВСКОЕ ОБЛАСТНОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""РЕГИОНАЛЬНЫЙ ЦЕНТР ПО ОРГАНИЗАЦИИ ЗАКУПОК""";09.04.2024;09.04.2024;Подача заявок;"Участникам, заявки или окончательные предложения которых содержат предложения о поставке товаров в соответствии с приказом Минфина России от 04.06.2018 № 126н - 15%; Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ";09.04.2024;18.04.2024;
44-ФЗ;№0372200000924000121;Электронный аукцион;Поставка изделий медицинского назначения (перчатки) (31);;'242781304570978130100101270012219244';;;1486907.01;RUB;;;;;"22.19.60.113: Перчатки хирургические из каучукового латекса стерильные одноразовые; 22.19.60.119: Перчатки резиновые прочие; 22.19.60.111: Перчатки хирургические резиновые";"22.19.60.119-00000004: Перчатки смотровые/процедурные из латекса гевеи, неопудренные, стерильные; 22.19.60.113-00000001: Перчатки хирургические из латекса гевеи, неопудренные; 22.19.60.119-00000008: Перчатки смотровые/процедурные нитриловые, неопудренные, нестерильные; 22.19.60.119-00000002: Перчатки смотровые/процедурные из латекса гевеи, неопудренные, нестерильные; 22.19.60.111-00000001: Перчатки хирургические из полихлорпрена, неопудренные; 22.19.60.113-00000003: Перчатки хирургические из латекса гевеи, неопудренные, антибактериальные";"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА № 31""";"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА № 31""";28.03.2024;09.04.2024;Определение поставщика завершено;"Участникам, заявки или окончательные предложения которых содержат предложения о поставке товаров в соответствии с приказом Минфина России от 04.06.2018 № 126н - 15%; Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ";28.03.2024;05.04.2024;
44-ФЗ;№0351300020024000113;Электронный аукцион;Поставка расходного медицинского материала на 2 квартал 2024 г. (Перчатки);;'242544410173054510100101780012219244';;;520519.00;RUB;;;;;"22.19.60.119: Перчатки резиновые прочие; 22.19.60.113: Перчатки хирургические из каучукового латекса стерильные одноразовые";"22.19.60.119-00000019: Перчатки резиновые общего назначения (кроме медицинских); 22.19.60.119-00000002: Перчатки смотровые/процедурные из латекса гевеи, неопудренные, нестерильные; 22.19.60.119-00000008: Перчатки смотровые/процедурные нитриловые, неопудренные, нестерильные; 22.19.60.113-00000001: Перчатки хирургические из латекса гевеи, неопудренные";"ГОСУДАРСТВЕННОЕ  БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ  НОВОСИБИРСКОЙ ОБЛАСТИ ""БАРАБИНСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА""";"ГОСУДАРСТВЕННОЕ  БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ  НОВОСИБИРСКОЙ ОБЛАСТИ ""БАРАБИНСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА""";09.04.2024;09.04.2024;Подача заявок;Участникам, заявки или окончательные предложения которых содержат предложения о поставке товаров в соответствии с приказом Минфина России от 04.06.2018 № 126н - 15%;09.04.2024;17.04.2024;
44-ФЗ;№0328300017524000006;Электронный аукцион;"Закупка изделий медицинского назначения (перчаток нитриловых) для нужд государственного бюджетного учреждения здравоохранения Владимирской области ""Муромская стоматологическая поликлиника""";;'242330701197833340100100120012219244';;;96170.00;RUB;;;;;22.19.60.119: Перчатки резиновые прочие;22.19.60.119-00000008: Перчатки смотровые/процедурные нитриловые, неопудренные, нестерильные;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ВЛАДИМИРСКОЙ ОБЛАСТИ ""МУРОМСКАЯ СТОМАТОЛОГИЧЕСКАЯ ПОЛИКЛИНИКА""";"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ВЛАДИМИРСКОЙ ОБЛАСТИ ""МУРОМСКАЯ СТОМАТОЛОГИЧЕСКАЯ ПОЛИКЛИНИКА""";09.04.2024;09.04.2024;Подача заявок;Участникам, заявки или окончательные предложения которых содержат предложения о поставке товаров в соответствии с приказом Минфина России от 04.06.2018 № 126н - 15%;09.04.2024;17.04.2024;
